car_id,Цена
cbc905a6-e896-4704-94e4-fb2e0b7df5ae,23999
8d51fce9-4afa-4996-9d3f-a7ebd5f08ba6,49830
50532977-c9af-408b-923e-e78ed7bb89af,51990
eec4eea9-97ec-4065-8f8d-535ba428e5b0,63990
e4860426-aa84-4cd3-97c7-216d939c2114,91700
d7d2c1ae-0322-4c5a-b8a6-38aabaddea23,11999
08672566-1e97-4c66-bca7-36f916eca583,23999
0c9001cc-5dd0-4622-83ed-51216ce9d772,43990
69483555-2c9b-4d05-b765-2c6e84490590,39999
6e085de4-5cc1-49a1-b4bd-111433368226,17990
49c14108-b8c4-41bd-8f56-2a3e8cc67646,16995
a28c756a-028a-4764-b4a9-0671ac0c450c,23990
f4952522-af87-40ec-b5c4-6f46f8722850,9990
b1ff641e-f039-487d-a0c4-9d371d7640d6,39990
49995efb-0190-494a-ae14-1be26310244d,48868
4f0063bf-65d6-4275-b667-fadd298a4cc1,31990
2eeab4a7-7eff-4c6e-a295-71ea7182144c,17800
b8330339-8d16-4269-a64b-983a153a90f0,12995
edb12c5a-09ba-46cb-990f-75f2a58fcb07,27800
f3234e26-5075-4a71-8694-61968a969081,7995
5e73c966-b7c7-4102-8f47-f25364f403ed,27888
9137fcec-3153-47a9-a2b3-a01214473308,31990
3b1898da-5c4f-440b-a6a9-57324c9a895d,21800
dbbbfb23-70c5-4869-99bb-1e0ae5237706,32670
0b4c89cf-1bb5-4b90-94eb-6dacbc4b6aab,24995
afe2c210-2c8e-47ae-a3cb-b0aa91732ceb,59988
c3711279-19b6-46c4-8bc5-c70e7f63c554,31990
9fb0be94-dcbb-47c1-b6cc-a74c7341c1a3,31987
73afea86-9195-4cea-a30c-de559915f7e5,51500
3a3fc270-db08-4f21-923e-0c9cb3223a0f,7888
4558e8b7-335c-402b-82f7-7e508493d533,46985
12017bbe-a16f-4b6b-b991-7eeb6487d858,38990
6a0c32d3-ede5-405c-b2eb-770cb4b21d2a,38990
d9df78a4-7150-4ec1-a1d7-b0872e3340fc,67800
33fcad58-849c-470c-a8b0-28c97eecdf38,12500
02b84a16-21b9-4b20-a196-ecf754511dee,46888
28c69f3d-7acd-4eb0-8e53-23f3e6ca75cb,44085
a2db4ab7-3318-4091-b022-ecf9c8bfd77f,34990
b2c632bf-531b-438c-82e7-8a8c7d8f6426,30000
4d3dbaa5-8812-4afc-bd5f-8c0ccc8e242f,39645
611c3ab5-a0bd-448b-93ea-1c95c503fdbb,19995
1ca79a06-1257-44c9-9c70-73a55e60bcce,47890
db7c9174-03d3-4889-99cc-2df7f0766188,28490
00e85ffd-05d2-47ae-9225-88684a2a7e81,34950
63ad4583-2229-4638-be16-30bf8bee4dc3,159990
2d70f385-2b74-45a4-88ca-90a8689464c4,9950
21e1e80a-d6dd-48db-96ef-d4fcdb094653,10999
3a68761d-b730-4c83-bd3e-139f20237b8d,37888
b12c4929-5c51-4a5f-9f5a-2417dc8ab470,56585
fa46f791-e306-445e-8afd-8da39bbd51e3,82888
3e98c5cc-3a90-4163-a7be-08aa39155a9b,43850
cdee1dbc-798f-4452-98ec-c720f2638bbf,6880
ddf2c234-e963-486c-a546-ae2fd23fb283,49481
24c40637-6033-4f7b-9d4f-ffe447114ade,59800
3adc24de-0902-4b17-83ac-1188fad1daf3,6999
b332742d-78f9-4469-bb07-ff9fd3220a27,27990
366fcebf-0752-4352-8390-fa2709a4acaa,62814
411d65bc-0cf8-490d-8455-0fbe96dcfd88,54800
77ee5e53-4f87-4313-b14f-65d665b4391f,119990
65cac6e0-437a-4d52-92c4-fa4cfd12e516,102990
102d9039-3a6b-4827-9696-c3f469d1a816,42990
06a19eb2-3a39-499b-9a29-0e241bcd2119,22990
e35608e7-3a80-4b5f-9469-7ad024a8b02b,63888
94c46af8-7e8c-4b44-aaba-6a5d72ae1b92,4540
80072afc-7841-4bec-99ce-badafaee130d,7999
86a6eb8c-fcc6-452e-9293-1986364437ab,12990
59280620-99b1-478b-ba3f-5feb998eb805,67990
51e62e80-bc29-4de0-abf0-b2a5d2280059,31990
ad7c100f-e81a-4460-8a4b-a76293afffbb,21990
58ae22a8-93ba-48b9-829c-98c1505dcfa0,33800
ee66a4cf-c7a4-4b12-b026-16b20eebc9b0,39990
6c05b706-3d53-418b-a8a0-e2dbfa3aff2e,27990
d4a750fa-3247-4999-9187-ba1ffbabc43f,29995
d22a82e5-e08d-4d9e-9e93-01a91e072342,14990
f20a4b1d-cbba-487f-946c-130b186ade87,84990
4197a6b7-6e9a-4109-b81e-0eb6dcbf0756,10999
8d583fb5-f794-4bc7-8576-8967198b48b2,58900
bb23868d-7bfd-42a3-96f9-c5fb7dc8be06,6999
89c3737a-c276-4bbb-9481-7e29cfb17171,18999
50f3c507-753c-4558-b765-8cdd9cc6eb67,24990
907049e8-3c99-4561-96dc-3c6caad221c1,10999
b06aad4c-b792-4ac2-9b62-31a805f12397,61900
0c17f0a0-41eb-4a70-9942-e6040174eadc,44990
2b2d57ec-da1a-42c0-94bd-8757fea1c2a4,64990
b3d3c699-6a3f-4195-ba65-ed7c5bd4e0fa,29855
19c46ae7-b20e-4425-8bc2-8cd9868d02fd,52990
d54736e5-83fd-4e25-81ec-203cee7c870a,16880
e0983807-2d8a-4ebb-9604-ecd6059005d0,46990
4698cad0-24d1-441f-9933-715272242f5f,22990
b303ba8b-76df-4a34-aeb6-ea7d6c064275,26990
c9b1c38c-5a29-4d95-bf51-91e3acf22b62,90640
37f404c6-1ee5-4a0f-a7f1-62e56e87c6fe,26990
c496eccb-5f0f-4ecf-9e2f-516a36bb5dbf,53888
8b056fc6-b7d2-49d8-8a89-e2b5887e421f,36950
81f05c9f-4b63-4392-a376-5fd79c6c8e85,53827
83861505-6b11-4a5c-abc9-a2e91c8fb298,34999
70126900-9555-4f1c-8b1b-00dc7ed2c5db,31590
42047231-2a1f-4b92-b28c-c2150b5e8dc3,25990
08977a4e-dbe7-4119-ba33-9ec9680c11e7,15990
bc3e50e2-da53-4c6b-bd91-db9874c24189,38995
72400fb8-9020-43e2-865f-2920f266302a,44998
f17885a4-068f-42e5-8372-29bfd67833a8,33690
b10975f0-5a39-4506-87df-7710f4169aab,16888
73363c22-b08c-4dc4-988e-291d10a56508,53600
16ece785-823e-45c3-afdb-954fb932cf50,67990
2ec0dd4b-13f6-4d47-8c87-b57d12a48db2,34990
4d06a85a-2194-47db-889c-4c43a0100186,39975
9be06cac-da8c-4edc-b5cd-acf8a4ea1301,21990
8bccf07f-eb0b-4fd1-9a8f-f37856dc1a58,13988
7d66778a-d038-4e3a-8643-6d4810ffce63,56990
7e04f74f-c3bd-482a-aa65-cbbca3d620ae,32999
8d400554-230f-4c32-b262-d0777fb9c9be,7990
f3fce110-a900-42a8-9f8b-7eb32fc2d669,9999
a110403e-d04c-438a-845e-173fca968b5f,17990
6a3ae96f-c02c-41b2-b7bb-92303b464372,14913
41010a86-3135-4558-bd02-b8cbcac3a8e3,17910
c68b26f2-acc9-4807-9b43-4905b77cc4c2,29890
206c0aa6-8443-4194-8997-f6a8fce4c8b0,34999
65d95162-2507-4410-802d-b04353648ead,21988
0d2805b9-5afc-4321-99b1-23a7e3bd7f21,26777
5342cec7-3374-4d5d-b480-6767059d8339,69988
3baa5b9f-2d15-4875-ab47-aa77985e1a0b,25480
fea297b4-2bd8-499a-89ad-af8d5d3f830f,47772
31a937c6-c9fa-499a-8653-f6c87d81aab0,42985
d2fb2e9f-46ab-47ea-ad0c-b1226b0d6623,29990
6613b0d0-7d64-40d5-ba8e-d40ddfc78a40,25987
f3d37b23-8770-43cc-bef8-3e54ef4927c5,49999
318a43cb-bbb0-4d3b-8224-df6485ad5661,44990
18332bc4-d6eb-40de-8f49-3077e00a6607,28500
eb9516fb-e542-4f7b-b5fc-a8502ee07708,16980
b1407eea-aa72-4466-9a8e-30e2b5e65dc9,19490
2d98cfa3-d807-4674-a390-b0f4d498a87e,115449
014e86ca-278f-4018-9de9-9a63d05bc2a3,40888
cc41f499-3367-4fe1-8297-f9716d6b0cac,399990
8fb8c5a5-c1dc-4bd9-8663-babcb015401c,27990
098f37e6-48c3-486f-b942-04ff251e8c8e,29800
3dcd0dea-a076-4d0b-bec6-6930a1bf3303,12995
5ffeaeed-468c-45f7-b5d7-75ca2202ea35,32900
69c80049-9c3e-4816-9274-1f8d4dd7d34d,31999
0e529b47-48a0-425b-b9bb-8148976b2b73,20990
30951466-a69e-4b03-9507-175e2f709f4c,24950
d3338add-1db1-4fbd-945d-a01dd95953d4,77888
473cd715-1d8e-4a85-b521-4c085abeec2d,12998
5d3f6022-058a-4ca5-b54d-e5b0dedca454,209600
4316bac2-7a01-4c1c-b066-b515cd023e0f,19990
87e48c1d-9959-4f6d-a26a-dd3d518d836d,10692
ba1ad1f0-cba3-40c2-a2ac-e437eec08882,30990
25c579f4-186c-4d33-8171-12eef2e78c79,14999
c183e2d7-f494-40eb-8909-d48d085f3e6a,56873
7fc8eff3-dbcc-4475-b4b2-28b4ce6aed04,22990
374370e3-6d69-4033-9921-258d8c2b6fc2,31000
2df966a9-7355-4bd3-9397-435bff13b3ba,23990
bc5ad12c-b42f-4519-a098-b5d3573d41f7,4800
333d0567-db62-4d52-b49e-81dd4ffbbc56,18000
3bd3fb12-65fb-4dbd-9e7e-f13245437cc7,29990
18e45797-9dfd-455c-831f-5f440d60bbba,16980
6e6f6a3c-598e-4ca1-b2fc-7319dc97b84a,19950
ffd70b93-193a-49db-8577-9aa4000cfbeb,69988
70f0eeb0-5c9f-4241-b684-0f81be1c4aef,57990
beff81d9-ce6f-4106-b2d0-064e1217c4a0,16500
2799a0de-40e0-4597-8fe2-d38055007400,51490
8b5e65b8-e22d-4011-8cde-b8d9776d54e6,23990
28e34aab-f1bd-47d9-b947-af46566f270c,12990
90d97987-7d25-4f2d-a351-37af12c0b4c2,35900
2bba28c5-7c86-4093-aad9-063cb4a7f202,23990
0fc0238d-d715-4e0a-b815-daeb23693f88,56950
c7536233-ac1a-4ad6-bf25-b7df35498376,19999
368a7151-510c-49c6-9cb7-17b00888d538,19240
edd15374-cd69-4afb-b506-e036f39635de,15999
133a29bb-a5ff-4918-944a-382f41b3520b,55990
89853ac2-8789-41d1-9d63-1444888bf9b7,40980
7230c213-1675-452f-a052-02884374eee2,9999
45fd4dc7-184a-4754-9b68-4c6d2ed49261,19990
3d38418d-ed30-4443-9aed-a2f300a4654e,38999
158b6142-31b4-4fa8-b993-bc29ba0b81a9,11990
08c98934-df33-48fc-8bec-e3247fd4f8ad,44580
7033f1c1-0f85-4dda-b414-b3b560d4cb1e,58990
8af29e0e-b7dd-4fa0-949c-45ba69386306,44859
2501ed12-d47d-4011-80b2-c5d5d9a02149,53585
27b01364-f2da-4360-a2ea-26a5a6081f7d,28873
84f1cea8-930b-4ca3-857e-19735e323da2,54950
f3197aba-c892-4798-86c5-1a01db3fb74e,27990
08a022a0-80cc-48ef-a807-15b408656abe,35900
3def3606-31b8-4f64-9c9e-0843f7558bd8,70990
ed355933-bef0-4fa6-bbe7-ba9bdcfd8155,23990
4d6ab574-fdb8-45b7-8854-aed2d40c0748,13982
751cd886-9000-40dd-8469-5fe55ca1e6f1,21705
c61081e8-31e0-49c1-a200-bcf91a225154,54888
047beb11-ad31-4871-bac1-484572b853b5,8990
7d7f2336-608c-44a1-bd03-30cc38e95b68,36990
1d30f040-640f-4e83-923f-8c826767fc98,22864
3be25576-371f-4979-9852-3a44490bc924,44990
11f5ba55-2955-465e-bcf8-e74aff120fa7,26990
fde47293-7f0a-43ed-b452-5fceed1dd8ca,29990
053281d2-0bfd-44b9-8a6b-ce85bd9152c6,26990
a44e2a02-61ca-4e20-8aa8-8f203da43770,16990
3cd85b37-f885-4ca7-952f-165f809049c5,86880
16c785ab-0b78-4425-81a7-1b3bda28b5b2,18999
8663c40a-a26e-4361-bd80-78b5475a1300,10999
e5ff6506-b138-4c07-9d87-7b063eefc73f,119950
72c4b9e5-eeb6-4a9c-b576-4c657a66caec,64990
a823fc19-4d1e-402e-a3d5-34afdaf4d25d,8980
bb44e18c-7624-43cc-acb5-c6f7a52b98f8,40990
99706e13-958b-4db4-93f2-028f839f5cb6,44459
a8393f2f-fea5-4a57-b9bb-efe0a89a3cf5,34800
89135c5c-7729-498a-81b2-8edad1381514,29990
62fd4bc2-fc54-4284-9b35-e1e5180e96b1,12990
621a3603-f987-4d83-8d96-5c542eb686b7,6990
821f152d-bf02-47c4-b57e-bfe7368649e8,54990
8f7824d1-14ee-4c46-badb-76fff797582b,39990
a125f661-d70d-4cfa-b304-146d42366645,43990
a6a4a7e9-38d1-40ca-a90b-feb3046f0c3a,16999
89a753cb-f8a9-42f5-8505-0a7c4742ad1f,62777
26f04b58-0848-45c5-b340-3da781524a8c,64990
7cdff47b-4822-4579-abb2-2a39535861ad,14813
75bfc8e1-3bbe-4821-8d56-f0147a3361fa,18990
0a954507-ced0-4443-9472-740882219898,214880
94f3504c-aa47-481f-889a-17e25bfc70f5,16990
4711b363-2229-41e5-aed7-acff05ef2d7c,27999
15d8a49c-da05-4ed1-b1f4-f0c0569426d7,23999
ab7d939d-318a-4f46-b793-c650a58e6c26,28495
551fe413-dddb-4c76-a663-691e943ef2d2,16990
6e988554-8212-4369-aed2-7da2ff96c4e0,4990
66d5a75c-619c-4ff3-a0ee-dd59a99020cb,19990
c0ff078d-2bf1-479b-ba8a-6289418233ec,19480
a343bf5d-42a1-4d3d-bccc-daac1474eff2,96888
29999321-f72d-484b-b60c-5d2fd7f60bcf,7788
adf19d87-c2de-4c59-bd75-f83dcf7c03f4,63019
6b04cf4e-6961-4997-bd66-62150cab2dd2,35990
d4e840bc-8b88-4b37-880a-036df34361cd,26990
8b1d4716-2131-440f-b9df-851911d0a920,47995
b0d9b935-e26e-4f5e-a6d4-65cb2f37774d,288888
befdd788-f369-415d-bdd1-bd4df3150e93,27500
cac4f9c3-c83e-4ae4-a6f1-e841fbb237a4,31490
78e8480b-4dc8-4ec1-82f3-f8240190c734,48999
cb5edbf1-2552-4960-929d-b7620ca8a443,13799
285e7288-59f7-46d7-ad6a-9891b423087f,45990
4cbefc80-2e1c-41ac-8e93-b9a26d445961,304950
b1be40af-2a83-4401-9fda-a3ddee772af1,34990
32456bc6-a15c-4de9-b423-0595dbe41efa,34485
d4b09299-93ae-464b-b5b8-d684139f736e,27999
3c829351-8ec4-42ad-82e7-9934ce61888a,12999
572ab9a0-a5bc-4461-b61d-2354d954037d,24995
fc5751a8-6b9b-4305-b349-3775639bb047,49969
4b7b7629-6db7-4973-bb90-b65ccce00803,26888
f9cfc571-46c8-4aeb-9e84-5fec9569391f,48990
22b82b84-82b0-40d0-9964-0d04c6bc8a21,79990
de8510a2-b8a3-42ac-80c6-8e8427a691fc,26888
9f73d94a-f042-4a40-b96e-bda92c93f773,6300
7c7f06bf-7229-4da1-b6be-a8be8bbf8557,9790
97afd6a0-f8c9-44d5-87d4-f9ad4de65f58,29995
52b35ae7-36f8-4a7a-a6af-89b1ad83307f,26990
1fe4c506-be09-4681-83e9-45598d9b7ad3,80437
3f5d226d-0242-4c37-919f-a1ca6e2f318d,48990
86ed7378-e3a6-4091-99ec-3e7d91e6af6d,32980
21309a78-ed1d-4e52-87c0-e1975984d143,56980
4c32784f-3765-4a90-8fb0-38138080b44c,11490
c23e3fe9-f6db-4fbd-9c3d-1b41525bb326,38950
8d23c351-d6ae-452d-bbb5-33bdaca87de1,34990
b77238e7-8010-4277-b38b-8376d6a871a8,28950
d1bd05b3-a972-4a82-8fd0-2e9543dabd1a,31990
862b31bd-3c4c-46ef-84bd-80469b67ca6c,32500
dd6581a8-ea12-4aba-8bcb-9cdc7872ea9c,29888
67f3f387-ca0e-4e00-a00f-15f6251ef791,36979
0825460d-1619-41bf-a177-d187328890d3,7999
a5d8ef3f-4393-420c-9e28-c9b3bad6932b,24990
7d760ad4-954e-4926-af18-f88e6f4118c5,79800
9a8d5f17-25d3-4693-80d1-3329708c303d,64688
a4fd95b9-4dbc-4a2a-9736-440f5932fd90,21990
620a423a-6c64-49a6-a381-e279d403fd70,29990
8b8e0acd-1405-40af-bc7f-892ab586ba3c,68288
01769392-a720-4f3d-beae-937bc5f918cb,19998
e7fb3e21-4f8f-4c31-b0d7-abb5e1881465,10990
260f373b-2821-4fbe-8b30-84576010cd94,14913
19ca41f2-7107-4453-b94c-94a8a9ba70a2,16888
f3b25288-fad3-4842-b4ee-7c4fdb1c1b37,19990
b06de52e-2925-44c6-a789-fbc546b29631,27490
9ff4e544-97a6-4f47-814e-14ae28da03ac,31990
d74c9e0a-4280-41df-9f9f-77eb19ea5bd0,18888
e30f3d30-daef-494c-b621-1e128b4ee16f,27990
0ab57c00-6fe0-4d0b-b01d-53856f040d9c,45990
1652281f-1024-42cf-990d-679f830d75a3,85880
1332f0f9-1088-4524-909e-8c651cc8dbf9,6995
e8b70d57-c45a-42d2-9dfe-a8a4eb960dd1,24588
51aad7d5-86f8-41c7-ada8-36543718bea1,29950
efbe9815-542c-4ea0-a0e7-7f9049b58e93,14913
e4f0ac40-4c27-4a3a-b103-766ab0e9937f,38950
279fbf77-9fe4-47cc-aff8-81b78d2eac1a,11999
a9681bd1-3c6b-4b0e-9b38-e3d8b858e440,34990
4d59eea6-1c97-45d6-b473-84d0db05e244,49800
85e3bc73-0ec2-45f3-a9e5-46e0be87d49e,24999
e6508693-9d50-4eb5-a59d-de47d4e3dba6,8990
86c01a5c-16e8-46fc-9af9-60ea451c9a66,26990
40792959-0807-4e1e-b562-651472e112fd,15999
89d85597-f82e-41f8-9cc6-776868ba8317,7995
a408834d-982f-492f-bd2d-3d06afbff50b,23968
18c75d06-a34b-4d5d-b077-7e5a523e96a7,32990
4a61ad2a-000d-41a0-9822-e2db0c0bc92a,26990
f5dc37b5-583d-4a1a-ab2c-58248e03bd78,20888
ff3bd50b-496a-489c-8a86-c447cb6ad813,25888
f2e4aea2-6a9a-4457-8d94-b2bff1e3189f,8990
792d2ac7-ee47-4252-aae0-1f5f1e14fb01,43990
3e8ecd4c-809d-4ac8-8ad8-34134144b806,22890
8c1d6227-4693-4e20-8c6a-418a6edb7116,7995
a18628c2-2d39-4296-a187-d500fb1812a8,42455
ec3ae955-c396-4095-8030-9c3876cf39b2,33495
4719db49-5ba1-471c-b4df-e8f6eda1aa49,6999
7715bff3-b65c-4232-99f0-2d723b826d16,36830
719eed7f-02c9-4afc-ae77-07255e5fa1af,24990
81ce6f9e-0579-4696-b385-f5fbbaedc8fd,23980
a9c8ebda-541e-435b-b189-e2fbeab77f1e,14500
b699c87d-457d-4d59-bbad-302bc05f2504,50970
63361245-53da-4764-a903-0bf1dc419b5c,29998
20b0ee33-bc3e-4b42-b788-54ed777390a7,8990
3b964bf4-8f1f-4beb-8ed7-38d59db0f02d,72990
36d2a8e7-8f9c-4143-b50a-3ff4eb67dca3,7999
9ef61b34-a872-4cfb-9fb5-1e6818d047d5,7990
bc35e40c-adca-49b4-beec-220ae0823a70,45880
fd7ba3ce-fee2-4658-882a-934f9e651cd5,23990
69986f27-bfdd-4518-ab23-85976b9e8471,31777
bbecf2bc-50b4-49a3-90cb-43c5fa081cbd,23490
dd40f0f9-89e7-425e-be58-6d777af68ff4,11999
26cab68f-eda6-4dbe-bdf4-40918f1efebb,19900
866af2a2-7592-4eba-8b8b-08893f9527a6,8990
ff8d4799-2576-436e-b154-25b3f1384d3e,38990
eae317e1-627d-4bc5-a794-53c965cf8e08,34984
f945c335-0abf-441a-b441-ff3960ff2f5e,6784
c22026f1-75ca-4b4a-a466-f2293ae22cc2,23490
27047203-e333-4661-97ea-5863f216ea46,45990
c824ea1a-ed51-4cb4-bda6-47776f33c3db,35990
7f1cfc43-33f7-47dc-a117-e56cd6ac63df,33910
537895ae-c861-4bae-89d7-fc96d6120d4c,7800
9065f96b-0ff8-4f99-8115-1253dd8b26f1,15977
2ccd2a53-71cc-4240-9d90-231cf8397fd5,8399
329e76dc-64d6-4aa4-92a9-6f6d3e56d3ba,7990
25ca6602-ec10-4a94-ae63-f080816257bc,15974
db4b5250-286f-4916-8d4e-243aafc0fed6,37485
767fa3b2-b002-4038-80b2-2257870cf0f2,16990
dd1b2b9a-e21d-4c2b-9b3f-7e5eb6313ffb,18990
d39b6402-845f-463a-a2a3-26c4e09fba53,17999
d53dbd95-bbfb-45b1-84b2-9703406d2791,20995
65e73af4-8226-4dc1-b333-af5ced929173,27990
71fb1218-f1c8-4be5-a503-333deebd32c5,36288
8b576813-092f-4dc6-8a94-60acff860ed2,38950
7a70f909-2f3e-46fe-93ef-a3026bdd9478,26990
c0fe313f-bf65-4081-ba0c-91dbda2fbee4,62990
c9b71b35-5cb2-44aa-a16a-7a8228baea75,26800
9fd330bd-3317-481d-8338-4b96338f5c58,46990
8b2330d9-79c6-4749-a4f5-b0f0fe72191a,13999
9f1c6c76-a15f-45f2-adc8-66240e6acc09,42966
0ba313bf-c2f0-4653-ba46-d6a0a5e93ecd,89950
3b4b2eaf-7961-47d5-88e4-8a9ce3ad6169,20906
199737db-9298-4ce8-9482-34ee1ae9c07c,27986
381c0a38-fd43-47e9-ad5d-9837347c04c9,36950
5aa3da98-55f6-4333-a197-baf24a8777bf,152800
afb42ba5-a91f-4c3a-b94c-3956572c5963,9999
586dfdfb-4b0a-4e57-ba93-3a92e07310ba,14971
c900763f-b920-4818-8451-01dfdef78890,41990
92f496c7-da1e-4afa-a58b-4d01566f0bf1,29990
815a0e2a-90ea-487b-bf57-ef285a710173,42990
c76c3c19-b737-4f62-b9af-da65beac99d3,20990
46c42980-dbfc-4ae0-9f54-31eafc9f5096,42777
20bdf3be-b957-406f-bf78-7b795d934f02,15990
0fe60ff8-4f72-4186-aa00-634043af991e,19990
45f7c82c-7b61-4749-a90d-cbe3ecc42c58,14899
20141751-8627-4be2-8323-998c8ad00b2c,36883
0d624a4a-8af1-40fb-8d0a-147966f54278,30990
a8f18ce7-8541-45e9-8019-36a07c4c0999,21990
f957e0c3-b72e-4ddd-b2e2-109e6f47a048,62140
45f455a5-7fbe-4d23-a997-b866160953d1,79990
1d6d7aa3-d30d-41e9-b3fb-f4e53ae5acf8,22888
616ad6e4-8338-4b64-a80a-b7668d2b872f,40998
a0281b5e-9108-474b-863d-d51d0c495608,21990
6ff31749-a883-4e02-889b-b2fde9fe4cec,51490
7d338e01-3c37-4a09-813c-2d87776f58e1,12999
6eed0398-d7b6-4b13-993c-7c3d3a024d24,36990
961b9a23-027f-4b07-898d-57c8f3003419,40888
888281e6-5e6a-4c26-97ce-149f585bbed9,57888
56454446-58ec-4bbf-948f-1612e28fbee7,39880
7ba26ed3-d16f-46ba-b295-ed9026b3c9fc,25490
e51a2a99-c280-4059-8140-554144231a61,46990
cd2b9327-732e-4f15-ba5b-679e1eacbeb0,34990
b51de709-ce7f-461d-b9cd-fdcf35cc1042,36361
8e5a910a-1a83-4f88-8f19-1661ed66794b,19999
ed2781ec-d19a-46f2-85ee-07ae705448de,25990
500160ff-4be1-48a6-9d42-dbf000f51e7c,24990
3a189bde-a81e-45e8-b6a3-690b5b243526,17995
967aaa2c-9227-4920-8e7d-4095a39b9ed7,22990
652ea4ee-7b59-41b6-bed6-dde5e37273e9,21497
b6b3e6d5-c9ed-4412-ad02-b18bb45bee3e,21999
55d45a99-02f8-4b11-919d-8fad428a3ce2,36999
