car_id,source_count,total_rows_in_sources,in_y_train,in_X_base
00cd2b13-f42b-4189-a99d-f02e8aff253f,1,9,True,False
00d312f1-415e-457a-9eec-dac279101d37,1,5,True,False
00e15ad5-acf5-4158-9702-61d31afc0854,1,8,True,False
00e4f36f-c209-4e41-8b87-0ab45257a9ff,1,6,True,False
00e74afc-7224-4957-bcbe-9824662c038c,1,7,True,False
00e85ffd-05d2-47ae-9225-88684a2a7e81,1,5,True,False
00f9bb2a-664f-47f6-a34e-79635461ae79,1,10,True,False
00fbe859-a876-4ce1-847c-74dfddd418f3,1,11,True,False
01029ae5-f70f-49a0-a97a-162f5eb17feb,1,10,True,False
010bcce3-5233-4814-94d6-9c346bfcc3c5,1,2,True,False
010e0de7-8fd3-45c8-a607-83796d6d21d2,1,11,True,False
011a6b07-4f77-43e2-b0be-3034b751532e,1,11,True,False
011ccb15-6852-45dc-bba2-263f99943d43,1,3,True,False
011ea155-6731-4a36-a5f9-ff736ad83371,1,4,True,False
01362322-5b1e-4236-9267-71fd16c8f576,1,6,True,False
0144eff5-af06-468c-ae83-5c6a6a9552c8,1,1,True,False
014e86ca-278f-4018-9de9-9a63d05bc2a3,1,9,True,False
0159ba5b-9eea-467b-8454-9427a2fcc78a,1,9,True,False
0161bfac-e225-480e-9c0f-1b83a8284ba5,1,3,True,False
016592a2-a339-426b-a3a1-b2a16a3089af,1,6,True,False
016d35c5-5ce4-485b-95df-0379dcd040ab,1,5,True,False
01769392-a720-4f3d-beae-937bc5f918cb,1,10,True,False
0182a4a8-d992-476e-bec3-8d609fff8db3,1,10,True,False
0184ddc9-d56e-47a7-8f25-df141fc14603,1,10,True,False
01857658-b31c-4c0f-a844-6516ef6ea0e1,1,11,True,False
018a8d1a-067c-43ad-a53b-7913272295bb,1,10,True,False
0197249c-e7d5-48bf-bdf4-a0508c442aaf,1,7,True,False
01a6a15f-b1b4-4da6-8b14-365f2e633c8f,1,9,True,False
01aebf50-ab64-4498-8587-8b5fda1b507e,1,4,True,False
01d18738-7fd4-47c6-8b32-125230debcd5,1,4,True,False
01d3ee82-33f7-4134-83e8-c3e5cd25c363,1,11,True,False
01d46c4e-598e-4e40-b975-7da31b0ee7e0,1,4,True,False
01daed7b-f19c-4e0c-a272-0c2b896e895c,1,3,True,False
01e64912-3c3d-45b7-b17e-caa3c21de964,1,1,True,False
01f1d3cb-57ab-470b-bafc-a9021f8e8de4,1,5,True,False
01fc73d6-be52-4a73-91c3-59754bf7ad93,1,11,True,False
0224cd8a-c656-4e4a-b50c-93e570a1c41e,1,4,True,False
02252a4d-d529-45f1-b17e-0f723ace2c15,1,9,True,False
022dbdd0-ce16-44e9-944a-d1a5ad88018f,1,6,True,False
02457761-5916-40d7-9ec2-b71a9aad88c8,1,3,True,False
024dbe18-e967-4939-85e9-8929167dd93a,1,7,True,False
024f368f-0cd1-47e9-98e4-4797df5301ed,1,3,True,False
0257600d-1494-4eba-84b5-9a85cfa9f577,1,4,True,False
0258412f-e63f-4835-a401-9ecb76a02bd3,1,3,True,False
025d74a3-eba9-4d12-941a-41b805899047,1,11,True,False
0264784c-fdf3-438e-b31d-e1b59bb2fec9,1,5,True,False
026d090c-0011-46f0-a3c2-81de009aad4f,1,6,True,False
0273bd65-1531-413a-8412-41067d45d849,1,4,True,False
02788454-a7c6-4297-9877-eebb7e81a205,1,10,True,False
02792f45-0730-4127-9d1d-86a19637ab9e,1,2,True,False
02884c3f-f057-4bc5-946e-66b5ea61d668,1,1,True,False
028b55c0-04e2-4d5e-869d-c42b4483ea61,1,2,True,False
028ecae3-9c0d-4b15-a353-620f567b940f,1,7,True,False
029009db-17f0-4327-8c5c-1161e037e1ce,1,2,True,False
02a567d0-2232-4667-9e27-3d81d9d92e2a,1,11,True,False
02a7b8b9-daad-47e3-9fc0-6577d562dda5,1,11,True,False
02abd8f7-66fd-4d34-a26f-3b65b2f6e396,1,1,True,False
02acf1aa-2c6e-41d6-ad36-b83d80c872a7,1,8,True,False
02ad61ed-3989-4d0b-ae4d-8fa00b2e6dd9,1,1,True,False
02b03d1b-c35a-4eba-a796-6146dcc99e0b,1,6,True,False
02b84a16-21b9-4b20-a196-ecf754511dee,1,9,True,False
02bf9d59-71e5-446c-8616-b82c80fb5d3b,1,8,True,False
02c62264-a6f9-43e9-9ee0-c7206f9e8e8a,1,10,True,False
02c7efb0-fafd-4282-841b-dd0250b6d870,1,6,True,False
02ca1ea0-c654-4b90-aead-333afc90ebdb,1,9,True,False
02d30fd8-a5d7-42bd-9d4a-cd65b9ad9226,1,8,True,False
02d6586f-fc86-4df4-8cd7-903401b77284,1,10,True,False
02db5e4c-e7b9-4068-b37d-92214c8e35d8,1,2,True,False
02dd51d7-bb58-438e-8c0a-6d452fb51a61,1,6,True,False
02de7e7c-83b9-4380-b84b-b40a958e0860,1,5,True,False
02e68b4b-a46d-45af-825b-7bb75e29dbfe,1,6,True,False
02f5b7a4-6911-4dbd-bcb9-b6aa8e4f901e,1,5,True,False
02f7face-a9ce-4371-af51-8a862707021f,1,9,True,False
02ffac8f-d897-4aa9-83d3-61bbb4563edb,1,6,True,False
03009d63-a500-4ac9-925b-f38f01ca2814,1,4,True,False
030136d8-c40c-47fe-97a2-2d2336a7059c,1,2,True,False
0301e00a-55e5-4c25-8135-6dcda720240b,1,1,True,False
0312a4ec-2dd8-4567-9b6d-b50f9f675b12,1,5,True,False
031b3bca-e847-4714-b175-4e7c95256c94,1,6,True,False
0327329d-2466-47d7-a0ae-54f7b8a75a24,1,4,True,False
03428334-3c16-4764-a109-cd5918173e35,1,9,True,False
03483db6-8c5e-4845-99c4-13bfe53bc910,1,6,True,False
0348ee8f-53f5-48f1-ae1d-1e3a884560e5,1,10,True,False
034a9be2-300b-4fe8-ab19-98a07334e2a0,1,8,True,False
036107f3-bef3-4b21-b47f-a7c28c25a1d8,1,7,True,False
03652ed5-d0db-479a-8036-6b414abcc6c7,1,1,True,False
036aa31b-7961-4883-aacc-fbf22d46163f,1,1,True,False
0370092b-e52d-456a-8a5a-86e731bce178,1,9,True,False
03746297-e121-412c-9d21-916cb8b755d8,1,2,True,False
0384707e-c8cc-4ce6-8eb7-4fb6d6189a4f,1,8,True,False
038598ac-0a8c-4fcf-b64a-292a5b5f90ee,1,4,True,False
03864c02-26ef-4366-892e-6611743aa622,1,9,True,False
0386a7d9-7c94-4753-964a-c5088e4f5a9e,1,8,True,False
03916dd3-0347-44e0-bade-7698acfd2d1c,1,11,True,False
039e93a5-b6e8-4dcc-bba0-5671e119ab6a,1,10,True,False
039edad8-803a-4e62-b887-671fa713c74c,1,9,True,False
03aae15b-73b3-4ef0-bd11-5ec341a48bde,1,5,True,False
03ab85cd-5428-47ee-85ba-73e6ba9a9177,1,4,True,False
03ac48f8-8ecb-42fa-829d-88b06a9b5324,1,3,True,False
03ae7d67-1bbb-4bca-b24f-002ddd4be9d7,1,3,True,False
03b56ccc-609e-4739-a3e2-9a654031a198,1,8,True,False
03bbd046-b48c-435a-86d8-9d0b9326bdf8,1,11,True,False
03c6b367-004d-4ad8-92b8-a2da5cb27d7b,1,2,True,False
03e113f8-cd53-45b8-b92e-30dd74904be1,1,2,True,False
03ec190c-8629-4451-9de5-9472f5211a02,1,2,True,False
03fde263-5183-40a9-af83-65362084adc6,1,11,True,False
0405b94d-2a72-4ac9-9133-c07966404326,1,9,True,False
0406052a-8fb6-4abc-9b56-33a0a13ddced,1,8,True,False
040865b6-7f38-497b-9979-17a4ef2f67dc,1,4,True,False
040d9c07-984c-40ba-bc55-27457ed631af,1,10,True,False
04314adf-c4bf-4e72-a235-a6ec22f6b9f4,1,4,True,False
04320790-01ae-4f3c-86b5-38b6fc585746,1,11,True,False
043aba89-15fa-4ae0-b685-759139af29df,1,1,True,False
0444a1e9-5632-4bc7-a7ef-3a144cb27b07,1,2,True,False
04594228-e4b4-438f-b523-f877da6a34e8,1,4,True,False
045a11c4-936d-4c6b-8abd-7471cac62631,1,8,True,False
0473ab77-8238-4427-acd0-b524393c09fb,1,4,True,False
047b364a-cb0a-4023-8f9a-73bcb7fb5fa7,1,1,True,False
047beb11-ad31-4871-bac1-484572b853b5,1,5,True,False
0481cbb6-5de8-4f30-aa8b-4389b748d290,1,5,True,False
0487c906-99d5-47a6-b431-440f34ada2af,1,4,True,False
04a1704d-22b7-407c-9741-d63a432e59a2,1,5,True,False
04a1dea2-6856-459e-91bc-5cc7de71b2f5,1,1,True,False
04a52718-0d35-4b19-899f-97010083a1b7,1,1,True,False
04c2a87d-131c-4bed-95a2-ea772af1cab5,1,11,True,False
04c79c52-5fb6-46d7-8a94-622b6ba75866,1,3,True,False
04c810ea-cb3d-4b43-b0e6-b6fe851ad0d2,1,11,True,False
04d6b325-5483-43ab-a97b-5b0bcc23c3ca,1,10,True,False
04e7339c-b1ce-477a-b517-c0bcf5bf2805,1,2,True,False
04f3146e-cfae-4ff9-b111-999bdea77471,1,8,True,False
04fa73b6-0539-4953-af96-28434969821a,1,6,True,False
04fd5795-3b14-4f3a-a29b-5cafecc77d6d,1,9,True,False
04ffff88-a90b-485c-a935-704051e3cdd8,1,3,True,False
051300e1-7b3f-44d1-a228-611f72e5ef9d,1,4,True,False
05154360-84ac-4174-bbe0-02bcab036b40,1,9,True,False
0526bb0a-f80f-4282-8942-6136cf8e3647,1,3,True,False
053281d2-0bfd-44b9-8a6b-ce85bd9152c6,1,6,True,False
053884da-bab2-4109-b6d6-2e1eea28a6b1,1,7,True,False
053c5fe8-ca43-4036-9ed7-542c2a67e83a,1,9,True,False
053ecc7a-1650-43b3-ad6b-3487bff3d26b,1,10,True,False
054fb460-0f04-4425-a4ae-f556c4429f7e,1,10,True,False
055c9624-1c33-4578-bcfb-464b6fef007a,1,10,True,False
055fad83-67b6-47c0-9ba6-c1d00c5c6320,1,3,True,False
0570f87c-3b73-4905-bf62-ba59d1cbedd0,1,10,True,False
057fa06d-73b8-4326-b84a-3684ffb31481,1,6,True,False
0582dd72-997c-4068-8a9c-e0b3d04ea785,1,2,True,False
0585a14a-73be-417d-9b7d-394caac443f8,1,3,True,False
059320b0-bb6e-4d82-8fa5-a0084959d7a1,1,11,True,False
05990c64-4eaa-447c-8d06-3be37f909f17,1,1,True,False
059924fe-d3d4-4696-8d70-c8e610332b47,1,1,True,False
059a0ae9-cd84-4417-8671-a931e6a74467,1,11,True,False
05b1df6f-805c-47b5-8471-c6939dbfc22b,1,10,True,False
05b1eca1-c556-459d-949b-b11506bae0a8,1,11,True,False
05b2d4b4-8cda-49a2-9897-b589111e4948,1,5,True,False
05b87812-5344-412c-940d-20a5a0095385,1,1,True,False
05b8bc4c-c935-49af-a617-33f8af9106ed,1,5,True,False
05d64dcb-7167-4b99-a69b-2337bd916c08,1,6,True,False
05ddb578-e55b-4c16-a078-45ef7127b55b,1,9,True,False
05e8e3a3-cdc9-4b97-bb2f-bbd07ead73ab,1,4,True,False
05e91643-9fd5-4227-8e1e-d1b528f0010f,1,10,True,False
05edd090-1a4a-41fc-9196-1d10bfa92bc6,1,6,True,False
05fe7ad6-475f-4d76-9911-cabdbb9f5533,1,10,True,False
060834de-b192-4181-81e0-162905aa7beb,1,9,True,False
06188a80-df83-4309-8d68-c1582c743a49,1,5,True,False
0618ed06-a43d-46eb-bad3-c4cfcbeee6cb,1,1,True,False
061a083f-c1b0-4279-b009-5790a58e8948,1,8,True,False
061acc01-71eb-4e20-b5b0-5e5748ac2e27,1,7,True,False
061d0c83-38da-4df9-bb62-58641625afb0,1,3,True,False
0622db07-3378-485f-9bd7-549ba4144d64,1,6,True,False
062664be-a1dc-494c-bbd8-bc66cf8cc1b4,1,7,True,False
0643c81c-ff58-49df-86ae-d3e787ce787c,1,5,True,False
064b42e4-0ca6-40aa-a20e-26bdf7715866,1,3,True,False
064cc21b-3419-4136-b82e-e0bcff619a3c,1,6,True,False
0652d58b-4dcd-4af3-986b-707c286466c3,1,2,True,False
06593ebc-4cff-4b41-9fd9-8c6ba92a6875,1,11,True,False
067c4e6e-efb0-4285-9d2a-c1468dd441ed,1,3,True,False
068ffaca-e6e7-4ef5-9b5c-da232d8a8a87,1,9,True,False
06958a8c-28ff-49bc-9fb9-7fd812394b18,1,10,True,False
06980701-180b-415e-a76f-0b5ccdc7ed9d,1,4,True,False
069a65ab-72c6-426f-b67d-4da0fd137a57,1,9,True,False
06a0a071-7700-4c97-a8b6-8a0f715dca26,1,1,True,False
06a0e18b-91b0-435d-af6c-0d0039132b5d,1,10,True,False
06a14537-17e2-46b4-9adf-724d24fcddb6,1,8,True,False
06a19eb2-3a39-499b-9a29-0e241bcd2119,1,8,True,False
06a2b75f-3f9e-4af7-9ba9-dd0772b2bee5,1,7,True,False
06ac226f-44b3-41ff-aba8-84204ffc6d46,1,10,True,False
06b5e603-5039-46ea-a8db-68159aa67d79,1,9,True,False
06b976fd-23e9-430d-9478-271618f43ea8,1,7,True,False
06c7722c-7e4a-4f13-a2af-1ecf2a0bcbc1,1,5,True,False
06c86dee-8ff2-45bf-b987-ff222937594b,1,2,True,False
06dbcb1c-53a2-44c9-a191-7cf86aa21e2b,1,6,True,False
06e22cb4-2f48-4709-90fc-c1b50f6f3749,1,9,True,False
06e87768-ce6d-4a64-81e7-d90c1a6f1a8a,1,3,True,False
06e95d37-4490-4c68-893c-17f796fba80b,1,2,True,False
06ebcb6b-0c88-464f-ba3c-7c5df90c45ed,1,10,True,False
06ef4ab4-071b-4eaf-921c-9ba53ea64ede,1,9,True,False
06f8f95d-3a89-4991-bc8f-4a3aeb89f783,1,7,True,False
06fef61e-c864-4828-a4a3-06933369468f,1,6,True,False
06ff6f10-f2f2-4541-add6-16baf9336724,1,10,True,False
06ffcd08-d952-446d-a008-1803d67a8e87,1,11,True,False
0703b387-44ac-4bc0-ba4a-41b5742c30dc,1,3,True,False
0707d2ce-0979-43c2-a95e-f1ff34f78527,1,8,True,False
0708deb6-1b5a-44e7-b364-cd7872204fd7,1,5,True,False
070ad427-afc6-4e75-af0b-bbf019a53e1c,1,10,True,False
07113910-f236-4935-9a2e-5035e1b2813b,1,2,True,False
071541e3-2a6b-40a9-a9e9-9cd3783adbe8,1,6,True,False
0737930f-f706-41b4-8dc9-79ab32b1a20d,1,10,True,False
073b7a5d-9a12-4bdf-bf8a-23d2cc0c8d8e,1,5,True,False
073e2848-36af-4ee4-a5b3-903ae15d05a9,1,7,True,False
076555bc-9959-442a-90f1-a74f541ae4ef,1,11,True,False
07829323-1f4c-4d74-9c13-c6df807a01ab,1,11,True,False
078b02d7-9f4a-4693-a88f-5d5a222cbdd2,1,6,True,False
078dd1b1-1134-41e3-a72e-9cb3861f4f5b,1,2,True,False
07a96d92-9922-4a6e-b4f4-6c29a1323aab,1,6,True,False
07ac6be6-9156-45ee-82cb-3828b8636558,1,1,True,False
07b0b185-2f32-43a1-b31f-03aba7ecac3c,1,11,True,False
07b0e695-3120-4d96-9a51-35318a934922,1,3,True,False
07c1f9ab-ed27-4f94-84a6-ae779b02b6a6,1,5,True,False
07c4ac2b-5c8f-4bad-abeb-b6d3a01e8bf8,1,5,True,False
07c61510-9be8-488e-9656-de87f509f647,1,3,True,False
07c822fd-f468-4f07-af92-20063c136c13,1,6,True,False
07cb5ccb-ab6a-4171-b617-0f1574f0c6f4,1,9,True,False
07d1a56a-6245-4b53-b84e-810c87f92530,1,3,True,False
07dea3ca-0d00-493b-99dc-8d3d151def35,1,3,True,False
07fafaa8-b817-44c9-bd19-0f7726db6508,1,7,True,False
07fb161a-26e4-4c52-8f28-e9dcc519fb20,1,10,True,False
07fc55d1-3aae-4079-901b-c5f23b60c0a6,1,6,True,False
07fd6667-3bc7-4bd8-ba23-b336e094ef8d,1,2,True,False
08125552-5c96-450c-ae00-fc521fda89bd,1,7,True,False
08139dc8-af53-4633-a854-9093a423bc07,1,4,True,False
08146cc0-8ffc-4531-bcc6-b659810a8332,1,11,True,False
0814a464-1dec-48c2-8bee-7dfdb27a3d94,1,5,True,False
081fdfa5-46c0-44f4-86db-fc4289c7514a,1,2,True,False
08241afe-dd84-4ac1-a6a6-6ce4ab709ac1,1,2,True,False
0825460d-1619-41bf-a177-d187328890d3,1,3,True,False
0828dafd-44df-450e-8c97-80e5cdee0ada,1,1,True,False
0848586d-64d9-4413-bca5-79bd7cdf407e,1,10,True,False
084cd8bf-f5b0-4b2e-b841-c7deb77c7812,1,8,True,False
084e2148-b83c-480b-824b-7bbd08bc9a82,1,2,True,False
084f30a1-4512-4a77-8eb9-c1094780f459,1,8,True,False
085c446f-374d-42dc-bc04-6cfc81c36ec4,1,9,True,False
08642fad-b2c1-4947-a906-6282f3903bfd,1,8,True,False
08672566-1e97-4c66-bca7-36f916eca583,1,10,True,False
086db89b-65c2-41d0-ab15-4fc1e6396dc8,1,4,True,False
08763eb9-6e19-4b7f-a9c7-bebff6e93e32,1,8,True,False
08840a1b-d478-4bcb-89c3-ec80c421b85d,1,6,True,False
08858238-7a34-44e1-983a-51a3874f3df1,1,10,True,False
08977a4e-dbe7-4119-ba33-9ec9680c11e7,1,9,True,False
08a022a0-80cc-48ef-a807-15b408656abe,1,10,True,False
08a5be61-c6f4-41a6-8280-b39fed6e432b,1,1,True,False
08add41e-0b38-4717-95f5-5531ff1422e8,1,11,True,False
08be2b91-ba4b-40a7-a966-03d4e7d7a19b,1,5,True,False
08c98934-df33-48fc-8bec-e3247fd4f8ad,1,9,True,False
08cc0506-12c5-46b7-b2de-1cfc0b265734,1,1,True,False
08d488f2-6207-459f-b3d1-5f04d1befe3a,1,9,True,False
08dc5eb6-e117-456a-9e2c-af9664573cbf,1,2,True,False
08f62e59-6978-4053-848e-18470ba69b46,1,5,True,False
09009a73-02d3-4d98-a6b4-9aaa0b44d366,1,7,True,False
0905d5d8-75c4-4e75-b016-eab045b451eb,1,3,True,False
090f90d5-468d-4fb5-9209-800a0a3e25b5,1,3,True,False
0917ee60-9a4c-4597-9a7c-fa8add5af87b,1,9,True,False
0921f37a-8cba-4327-a50e-d40955115b80,1,9,True,False
0924ec49-38ee-46d4-b080-2235a3f915a7,1,4,True,False
09316de5-037f-4625-b714-c92cb8869f4d,1,10,True,False
09368c09-44aa-44f9-8344-4fca02b9e186,1,7,True,False
093bf1a8-bd09-419b-9cf8-36b3672cb85c,1,11,True,False
0942c3dc-868c-4185-a3ff-fd45f4261c04,1,3,True,False
094b0e4e-b44c-42c7-be4b-fe29f2fb26ce,1,3,True,False
09502035-bc81-4261-8b51-dd1a4e3d7a3f,1,5,True,False
096b8ec6-2ee3-4af7-b720-f79dc9d6dfb7,1,10,True,False
098d0189-8a71-41ed-984a-76b36c4d877f,1,11,True,False
098d94c8-e12e-409f-aa28-473d916b6fc6,1,1,True,False
098e9710-0dbd-4b79-9f4e-95d33e957b0e,1,8,True,False
098f37e6-48c3-486f-b942-04ff251e8c8e,1,11,True,False
0996b163-4f02-4108-a618-cc0dc1168192,1,10,True,False
099ec55b-6322-4a9f-8d5e-0bed830c3023,1,10,True,False
09aa2498-a881-4238-88d9-90552c798a85,1,10,True,False
09aa41db-b761-40b2-9208-e4b02ff6cdb2,1,11,True,False
09b2eb81-8411-40b2-8cce-cb7829c6b613,1,2,True,False
09b536d7-69ab-4e4b-9e8e-9868422f3644,1,11,True,False
09bcba37-e292-41d6-b3bd-256aeed309ab,1,2,True,False
09bd0580-d0ee-45e0-938b-8c81da223241,1,7,True,False
09c108c9-e972-4178-b27f-0ac38123549f,1,6,True,False
09c63b9c-7c93-45eb-86b1-bbf9b484a45c,1,8,True,False
09d849af-358e-4317-92b8-274b96853317,1,1,True,False
09db67ab-92d7-4da9-91a9-8cdc5e93ad36,1,1,True,False
09e53d63-e054-4082-8001-0561979980ec,1,8,True,False
09e81357-4772-4d9c-bfac-0c20cc73e5c3,1,8,True,False
09eec491-6539-4373-a250-1a1ae3f03992,1,11,True,False
09f5ff90-5c45-45b5-88be-a607cb44f8a6,1,4,True,False
09f874ee-f3b0-45d2-a3f2-1e030399c780,1,9,True,False
0a0134f6-ce6f-4319-a106-ced206b6848e,1,9,True,False
0a16e818-aa14-4168-bc0f-df37e802aa85,1,3,True,False
0a1a193d-b598-4c75-bcaa-d5d89a7e09fb,1,3,True,False
0a1a19e8-3475-42ad-a882-caae5a8c05a8,1,6,True,False
0a1d36e4-2ccf-4d08-9a96-7fbd26928e91,1,11,True,False
0a301f5f-f566-4505-8fa5-cf3eab40d5f4,1,9,True,False
0a3c26d0-f870-4a4c-84e5-6424e9a3b002,1,4,True,False
0a416f99-b3a3-4f01-9b2f-68f1e883d8cc,1,3,True,False
0a41727e-1eae-4802-b51f-e96f2cc74697,1,7,True,False
0a464059-ec9f-4a4c-a28a-21ff06564270,1,5,True,False
0a467215-6ad2-4cdb-bf30-0f9e74b73d17,1,8,True,False
0a4a41b0-6409-4f49-8058-29e12881dbe4,1,11,True,False
0a526a8e-02ec-4b71-ad6f-a1cd497dd624,1,6,True,False
0a527226-f854-463a-9f39-2716ba0dee81,1,7,True,False
0a542ff5-d2f1-434d-9410-fa4cd27851d6,1,11,True,False
0a612127-8ae7-4e92-a97d-e18e2e532af0,1,7,True,False
0a6ff3b5-ad63-463a-bc19-61e4104f73a9,1,11,True,False
0a7203d4-fe38-41ec-b186-9cef4dad40af,1,11,True,False
0a7a2f2b-9314-4376-8721-0baf37b6f9ce,1,11,True,False
0a7f4145-0530-4e8e-ab11-d8de4398c7cf,1,4,True,False
0a867cb1-9722-4f1a-9b22-232aa2b475f3,1,5,True,False
0a9494d2-9da9-4302-be59-00005adb6b75,1,7,True,False
0a954507-ced0-4443-9472-740882219898,1,10,True,False
0a9c53a8-de2e-482c-9dcd-84c67d347db3,1,6,True,False
0aa41feb-390e-427b-9b77-f7667e6e142c,1,5,True,False
0ab24ae3-4ad1-4918-9a4d-9224a9a2ba78,1,3,True,False
0ab57c00-6fe0-4d0b-b01d-53856f040d9c,1,1,True,False
0abc0a59-31e5-4406-8487-65c9b4a140f1,1,6,True,False
0ac31157-7bd6-405c-b24a-0e82257ba688,1,11,True,False
0ac73b55-79e0-448e-a1f4-cbef5e0cc593,1,10,True,False
0ac8f636-e5e3-4136-8165-e2a784adc259,1,4,True,False
0acf9dda-4eb7-4ea0-b31b-0dc42751b600,1,6,True,False
0ad568c0-d112-43ed-821e-9a6b5d67fa2b,1,10,True,False
0ae8ae47-f324-4149-b21a-da5af4c09e4a,1,5,True,False
0afd661f-09db-4f26-9ffc-defb5c6e1326,1,2,True,False
0b098797-d6ad-47bc-99cf-826adabddf67,1,1,True,False
0b0ef489-2dac-4da7-92a2-5dabe7dee338,1,6,True,False
0b193b76-56d0-425b-b756-e5ff6c2ce077,1,9,True,False
0b22057c-ee8d-4a86-952b-b4bbc369739d,1,11,True,False
0b387c50-8939-48dd-8444-fc1984cc6fe8,1,7,True,False
0b3c0e88-2e6a-4f3a-bce7-47212b13c62b,1,11,True,False
0b424708-defe-41dc-8a50-cf12cd9f6b33,1,2,True,False
0b4c89cf-1bb5-4b90-94eb-6dacbc4b6aab,1,3,True,False
0b507f60-3e93-4bad-926c-87e516a6108b,1,6,True,False
0b5d3a50-05f2-4404-a4ed-4329589d0a84,1,2,True,False
0b72a38e-fde0-4984-9951-210c61fd2c9b,1,3,True,False
0b863ef9-1156-4791-bd3d-b797ac6da6a9,1,4,True,False
0b86bfaa-a8a3-40b6-8fe2-ed9389959c0f,1,2,True,False
0b8c4bbc-0c56-44d6-971e-19611390f654,1,5,True,False
0b9150f6-9e9e-4773-b797-3fb924958cd5,1,10,True,False
0b9d0e1c-b953-4a73-9342-c48403f3fc5b,1,5,True,False
0ba313bf-c2f0-4653-ba46-d6a0a5e93ecd,1,2,True,False
0ba79434-eb4c-4a90-b7da-22e2e8fc5b96,1,11,True,False
0ba9e9ab-b7cc-408b-bdc9-2f9ee9569781,1,3,True,False
0bab4087-373c-44fe-87aa-239774692976,1,1,True,False
0baeb226-3700-46a4-b6f1-6ecac4e689e1,1,6,True,False
0bc63c5a-a833-480c-8e1a-41af786147d5,1,10,True,False
0bd9c45d-2bab-417f-a5a2-e9a806cb01d3,1,10,True,False
0bdde270-4b05-4a46-9787-3f32d98b0253,1,6,True,False
0bde5c54-ca1e-4377-9bed-63f7fe4907c8,1,6,True,False
0be457b0-ddcd-4c37-bbc7-68b99d37d6f9,1,10,True,False
0be8d1e7-45ef-47cb-934c-c2520af800ff,1,6,True,False
0be9ca3b-dc64-4f7c-99a4-9d1ab9c3efc9,1,5,True,False
0c011312-8125-4c67-94ef-59992df696a0,1,10,True,False
0c0fa394-7378-4388-9cbb-ab74179a113f,1,3,True,False
0c17f0a0-41eb-4a70-9942-e6040174eadc,1,8,True,False
0c1a07bb-4449-4bcd-989c-417a60af82fb,1,1,True,False
0c268429-b982-488c-81ca-22db758e0f60,1,4,True,False
0c2f02b0-034c-4d2e-8f35-a76607dee49f,1,11,True,False
0c3bac89-adfc-4794-9625-0a7c84f9ea93,1,7,True,False
0c3c0872-8802-48a6-af18-b6ddd92342e1,1,6,True,False
0c4511c7-20af-4ad3-9e71-c7cb6f074d4d,1,2,True,False
